Red Death, Shipwrecker;{U}{R};Legendary Creature — Crab Mutant;Alluring Eyes — {T}: Goad target creature an opponent controls. That player draws a card. You add {R}. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.);RU;fallout;science
Yawgmoth's Vile Offering;{4}{B};Legendary Sorcery;(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.) Put up to one target creature or planeswalker card from a graveyard onto the battlefield under your control. Destroy up to one target creature or planeswalker. Exile Yawgmoth's Vile Offering.;B;marchOfTheMachine;growingThreat
Herald's Horn;{3};Artifact;As Herald's Horn enters, choose a creature type. Creature spells you cast of the chosen type cost {1} less to cast. At the beginning of your upkeep, look at the top card of your library. If it's a creature card of the chosen type, you may reveal it and put it into your hand.;;ixilan,marchOfTheMachine,commanderMasters,modernHorizons3,lordOfTheRings,secretLair;ahoyMatey,cavalryCharge,sliverSwarm,eldraziIncursion,ridersOfRohan,rainingCatsAndDogs
Joyful Stormsculptor;{3}{U}{R};Creature — Human Shaman;When Joyful Stormsculptor enters, create two 1/1 blue and red Elemental creature tokens. Whenever you cast a spell that has convoke, Joyful Stormsculptor deals 1 damage to each opponent and each battle they protect.;RU;marchOfTheMachine;divineConvocation
Orchard Strider;{4}{G}{G};Creature — Treefolk;When Orchard Strider enters, create two Food tokens. (They're artifacts with "{2}, {T}, Sacrifice this artifact: You gain 3 life.") Basic landcycling {1}{G} ({1}{G}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.);G;lordOfTheRings;foodAndFellowship
Moria Scavenger;{1}{B}{R};Creature — Orc Rogue;Deathtouch, haste {T}, Discard a card: Draw a card. If the discarded card was a creature card, amass Orcs 1. (Put a +1/+1 counter on an Army you control. It's also an Orc. If you don't control an Army, create a 0/0 black Orc Army creature token first.);BR;lordOfTheRings;hostsOfMordor
Motivated Pony;{4}{G};Creature — Horse;Trample, haste Whenever Motivated Pony attacks, attacking creatures get +1/+1 until end of turn. If a Food entered under your control this turn, untap those creatures and they get an additional +2/+2 until end of turn.;G;lordOfTheRings;foodAndFellowship
Saryth, the Viper's Fang;{2}{G}{G};Legendary Creature — Human Warlock;Other tapped creatures you control have deathtouch. Other untapped creatures you control have hexproof. {1}, {T}: Untap another target creature or land you control.;G;karlovMannor;deadlyDisguise
Yavimaya Coast;;Land;{T}: Add {C}. {T}: Add {G} or {U}. Yavimaya Coast deals 1 damage to you.;GU;bloomburrow,modernHorizons3,duskmoore,thunder;peaceOffering,eldraziIncursion,trickyTerrain,jumpScare,grandLarceny
Unstable Obelisk;{3};Artifact;{T}: Add {C}. {7}, {T}, Sacrifice Unstable Obelisk: Destroy target permanent.;;commanderMasters;eldraziUnbound
Curse of Opulence;{R};Enchantment — Aura Curse;Enchant player Whenever enchanted player is attacked, create a Gold token. Each opponent attacking that player does the same. (A Gold token is an artifact with "Sacrifice this artifact: Add one mana of any color.");R;marchOfTheMachine,karlovMannor;tinkerTime,blameGame
Piper Wright, Publick Reporter;{1}{U};Legendary Creature — Human Detective;Whenever Piper Wright deals combat damage to a player, investigate that many times. (To investigate, create a Clue token. It's an artifact with "{2}, Sacrifice this artifact: Draw a card.") Whenever you sacrifice a Clue, put a +1/+1 counter on target creature you control.;U;fallout;mutantMenace
Shalai and Hallar;{1}{R}{G}{W};Legendary Creature — Angel Elf;Flying, vigilance Whenever one or more +1/+1 counters are put on a creature you control, Shalai and Hallar deals that much damage to target opponent.;GRW;marchOfTheMachine;callForBackup
Grapple with the Past;{1}{G};Instant;Mill three cards, then you may return a creature or land card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.);G;modernHorizons3,duskmoore;graveyardOverdrive,deathtoll
Luck Bobblehead;{3};Artifact — Bobblehead;{T}: Add one mana of any color. {1}, {T}: Roll X six-sided dice, where X is the number of Bobbleheads you control. Create a tapped Treasure token for each even result. If you rolled 6 exactly seven times, you win the game.;;fallout;hailCaesar
Spinerock Knoll;;Land;Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.) Spinerock Knoll enters tapped. {T}: Add {R}. {R}, {T}: You may play the exiled card without paying its mana cost if an opponent was dealt 7 or more damage this turn.;R;duskmoore;endlessPunishment
Order of Sacred Dusk;{6}{W}{B};Creature — Vampire Knight;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Flying, lifelink, haste Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) Other Vampires you control have exalted.;BW;ixilan;bloodRites
Cathedral Acolyte;{1}{G};Creature — Human Cleric;Each creature you control with a counter on it has ward {1}. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.) {T}: Put a +1/+1 counter on target creature that entered this turn.;G;fallout;mutantMenace
Artistic Refusal;{4}{U}{U};Instant;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Choose one or both — • Counter target spell. • Draw two cards, then discard a card.;U;marchOfTheMachine;divineConvocation
Bloatfly Swarm;{3}{B};Creature — Insect Mutant;Flying Bloatfly Swarm enters with five +1/+1 counters on it. If damage would be dealt to Bloatfly Swarm while it has a +1/+1 counter on it, prevent that damage, remove that many +1/+1 counters from it, then give each player a rad counter for each +1/+1 counter removed this way.;B;fallout;mutantMenace
Chitterspitter;{2}{G};Artifact;At the beginning of your upkeep, you may sacrifice a token. If you do, put an acorn counter on Chitterspitter. Squirrels you control get +1/+1 for each acorn counter on Chitterspitter. {G}, {T}: Create a 1/1 green Squirrel creature token.;G;bloomburrow;squirreledAway
Keep Watch;{2}{U};Instant;Draw a card for each attacking creature.;U;wildsOfEldraine;faeDomination
Master of Pearls;{1}{W};Creature — Human Monk;Morph {3}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Master of Pearls is turned face up, creatures you control get +2/+2 until end of turn.;W;karlovMannor;deadlyDisguise
Voracious Fell Beast;{4}{B}{B};Creature — Drake Beast;Flying When Voracious Fell Beast enters, each opponent sacrifices a creature of their choice. Create a Food token for each creature sacrificed this way. (It's an artifact with "{2}, {T}, Sacrifice this artifact: You gain 3 life.");B;lordOfTheRings;hostsOfMordor
Starfield Mystic;{1}{W};Creature — Human Cleric;Enchantment spells you cast cost {1} less to cast. Whenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Starfield Mystic.;W;commanderMasters,wildsOfEldraine,duskmoore;enduringEnchantments,virtueOfValor,miracleWorker
Aether Channeler;{2}{U};Creature — Human Wizard;When Aether Channeler enters, choose one — • Create a 1/1 white Bird creature token with flying. • Return another target nonland permanent to its owner's hand. • Draw a card.;U;bloomburrow;familyMatters
Hindervines;{2}{G};Instant;Prevent all combat damage that would be dealt this turn by creatures with no +1/+1 counters on them.;G;marchOfTheMachine;callForBackup
Mutated Cultist;{2}{B};Creature — Eldrazi Horror;Devoid (This card has no color.) When you cast this spell, remove all counters from up to one target permanent or opponent. The next spell you cast this turn costs {1} less to cast for each counter removed this way. Deathtouch;B;modernHorizons3;eldraziIncursion
Dune Chanter;{2}{G};Creature — Plant Druid;Reach Lands you control and land cards you own that aren't on the battlefield are Deserts in addition to their other types. Lands you control have "{T}: Add one mana of any color." {T}: Mill two cards. You gain 1 life for each land card milled this way.;G;thunder;desertBloom
Steel Overseer;{2};Artifact Creature — Construct;{T}: Put a +1/+1 counter on each artifact creature you control.;;fallout;science
Aryel, Knight of Windgrace;{2}{W}{B};Legendary Creature — Human Knight;Vigilance {2}{W}, {T}: Create a 2/2 white Knight creature token with vigilance. {B}, {T}, Tap X untapped Knights you control: Destroy target creature with power X or less.;BW;marchOfTheMachine;cavalryCharge
Rocky Tar Pit;;Land;Rocky Tar Pit enters tapped. {T}, Sacrifice Rocky Tar Pit: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle.;;commanderMasters;sliverSwarm
Rimewood Falls;;Snow Land — Forest Island;({T}: Add {G} or {U}.) Rimewood Falls enters tapped.;GU;secretLair;cuteToBrute
Mondassian Colony Ship;;Plane — Spacecraft;Whenever a creature attacks, it gets +1/+1 until end of turn for each other creature its controller controls that shares a creature type with it. Whenever chaos ensues, turn target creature face down. It becomes a 2/2 Cyberman artifact creature.;;who;masterOfEvil
Secure the Wastes;{X}{W};Instant;Create X 1/1 white Warrior creature tokens.;W;marchOfTheMachine,fallout;divineConvocation,hailCaesar
Wonderscape Sage;{1}{U};Creature — Moonfolk Wizard;Flying {T}, Return a land you control to its owner's hand: Draw a card. Then discard a card unless that land had a nonbasic land type.;U;modernHorizons3;trickyTerrain
Read the Bones;{2}{B};Sorcery;Scry 2, then draw two cards. You lose 2 life. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.);B;marchOfTheMachine,duskmoore;cavalryCharge,miracleWorker
Alms Collector;{3}{W};Creature — Cat Cleric;Flash If an opponent would draw two or more cards, instead you and that player each draw a card.;W;secretLair;rainingCatsAndDogs
Guildless Commons;;Land;Guildless Commons enters tapped. When Guildless Commons enters, return a land you control to its owner's hand. {T}: Add {C}{C}.;;commanderMasters;eldraziUnbound
Sibylline Soothsayer;{2}{R};Creature — Human Warlock;Temporal Foresight — When Sibylline Soothsayer enters, reveal cards from the top of your library until you reveal a nonland card with mana value 3 or greater. Exile that card with three time counters on it. If it doesn't have suspend, it gains suspend. Put the rest of the revealed cards on the bottom of your library in a random order.;R;who;timeyWimey
Squirrel Nest;{1}{G}{G};Enchantment — Aura;Enchant land Enchanted land has "{T}: Create a 1/1 green Squirrel creature token.";G;bloomburrow;squirreledAway
Orzhov Advokist;{2}{W};Creature — Human Advisor;At the beginning of your upkeep, each player may put two +1/+1 counters on a creature they control. If a player does, creatures that player controls can't attack you or planeswalkers you control until your next turn.;W;karlovMannor;blameGame
Phyrexian Atlas;{3};Artifact;{T}: Add one mana of any color. Corrupted — Whenever Phyrexian Atlas becomes tapped, each opponent who has three or more poison counters loses 1 life.;;allWillBeOne;corruptingInfluence
Traverse Eternity;{2}{U}{U};Sorcery;Draw cards equal to the highest mana value among historic permanents you control. (Artifacts, legendaries, and Sagas are historic.);U;who;blastFromThePast
Showstopping Surprise;{3}{R}{R};Instant;Choose target creature you control. Turn it face up if it's face down. Then it deals damage equal to its power to each other creature.;R;karlovMannor;deadlyDisguise
Bronzebeak Foragers;{3}{W};Creature — Dinosaur;When Bronzebeak Foragers enters, for each opponent, exile up to one target nonland permanent that player controls until Bronzebeak Foragers leaves the battlefield. {X}{W}: Put target card with mana value X exiled with Bronzebeak Foragers into its owner's graveyard. You gain X life.;W;ixilan;velociRampTor
Dogged Detective;{1}{B};Creature — Human Rogue;When Dogged Detective enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.) Whenever an opponent draws their second card each turn, you may return Dogged Detective from your graveyard to your hand.;B;karlovMannor;revenantRecon
Talon Gates of Madara;;Land — Gate;When Talon Gates of Madara enters, up to one target creature phases out. {T}: Add {C}. {1}, {T}: Add one mana of any color. {4}: Put Talon Gates of Madara from your hand onto the battlefield.;;modernHorizons3;trickyTerrain
Chart a Course;{1}{U};Sorcery;Draw two cards. Then discard a card unless you attacked this turn.;U;bloomburrow;familyMatters
Martial Coup;{X}{W}{W};Sorcery;Create X 1/1 white Soldier creature tokens. If X is 5 or more, destroy all other creatures.;W;bloomburrow,fallout,allWillBeOne;familyMatters,hailCaesar,rebellionRising
Fear of Sleep Paralysis;{5}{U};Enchantment Creature — Nightmare;Flying Eerie — Whenever Fear of Sleep Paralysis or another enchantment you control enters and whenever you fully unlock a Room, tap up to one target creature and put a stun counter on it. Stun counters can't be removed from permanents your opponents control. (They won't untap if they have stun counters.);U;duskmoore;miracleWorker
Diamond City;;Land;Diamond City enters with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.) {T}: Add {C}. {T}: Move a shield counter from Diamond City onto target creature. Activate only if two or more creatures entered the battlefield under your control this turn.;;fallout;hailCaesar
Rampant Growth;{1}{G};Sorcery;Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.;G;ixilan,commanderMasters,bloomburrow,modernHorizons3,lordOfTheRings,fallout,duskmoore,thunder;velociRampTor,enduringEnchantments,animatedArmy,graveyardOverdrive,elvenCounsel,mutantMenace,deathtoll,jumpScare,grandLarceny
Nicanzil, Current Conductor;{G}{U};Legendary Creature — Merfolk Scout;Whenever a creature you control explores a land card, you may put a land card from your hand onto the battlefield tapped. Whenever a creature you control explores a nonland card, put a +1/+1 counter on Nicanzil, Current Conductor.;GU;ixilan;exploreTheDeep
Sharding Sphinx;{4}{U}{U};Artifact Creature — Sphinx;Flying Whenever an artifact creature you control deals combat damage to a player, you may create a 1/1 blue Thopter artifact creature token with flying.;U;marchOfTheMachine;tinkerTime
Yedora, Grave Gardener;{4}{G};Legendary Creature — Treefolk Druid;Whenever another nontoken creature you control dies, you may return it to the battlefield face down under its owner's control. It's a Forest land. (It has no other types or abilities.);G;duskmoore,karlovMannor;jumpScare,deadlyDisguise
They Came from the Pipes;{4}{U};Enchantment;When They Came from the Pipes enters, manifest dread twice. (To manifest dread, look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) Whenever a face-down creature you control enters, draw a card.;U;duskmoore;jumpScare
Abraded Bluffs;;Land — Desert;Abraded Bluffs enters tapped. When Abraded Bluffs enters, it deals 1 damage to target opponent. {T}: Add {R} or {W}.;RW;thunder;desertBloom
Garruk's Uprising;{2}{G};Enchantment;When Garruk's Uprising enters, if you control a creature with power 4 or greater, draw a card. Creatures you control have trample. Whenever a creature you control with power 4 or greater enters, draw a card.;G;bloomburrow,modernHorizons3;animatedArmy,eldraziIncursion
Thopter Spy Network;{2}{U}{U};Enchantment;At the beginning of your upkeep, if you control an artifact, create a 1/1 colorless Thopter artifact creature token with flying. Whenever one or more artifact creatures you control deal combat damage to a player, draw a card.;U;marchOfTheMachine;tinkerTime
Oath of Jace;{2}{U};Legendary Enchantment;When Oath of Jace enters, draw three cards, then discard two cards. At the beginning of your upkeep, scry X, where X is the number of planeswalkers you control.;U;commanderMasters;planeswalkerParty
Disorienting Choice;{3}{G};Sorcery;For each opponent, choose up to one target artifact or enchantment that player controls. For each permanent chosen this way, its controller may exile it. Then if one or more of the chosen permanents are still on the battlefield, you search your library for up to that many land cards, put them onto the battlefield tapped, then shuffle.;G;duskmoore;jumpScare
Thelonite Hermit;{3}{G};Creature — Elf Shaman;All Saprolings get +1/+1. Morph {3}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Thelonite Hermit is turned face up, create four 1/1 green Saproling creature tokens.;G;karlovMannor;deadlyDisguise
Replicating Ring;{3};Snow Artifact;{T}: Add one mana of any color. At the beginning of your upkeep, put a night counter on Replicating Ring. Then if it has eight or more night counters on it, remove all of them and create eight colorless snow artifact tokens named Replicated Ring with "{T}: Add one mana of any color.";;marchOfTheMachine;tinkerTime
Davros, Dalek Creator;{1}{U}{B}{R};Legendary Artifact Creature — Alien Scientist;Menace At the beginning of your end step, create a 3/3 black Dalek artifact creature token with menace if an opponent lost 3 or more life this turn. Then each opponent who lost 3 or more life this turn faces a villainous choice — You draw a card, or that player discards a card.;BRU;who;masterOfEvil
This Is How It Ends;{3}{B};Instant;Target creature's owner shuffles it into their library, then faces a villainous choice — They lose 5 life, or they shuffle another creature they own into their library.;B;who;masterOfEvil
Honored Dreyleader;{2}{G};Creature — Squirrel Warrior;Trample When Honored Dreyleader enters, put a +1/+1 counter on it for each other Squirrel and/or Food you control. Whenever another Squirrel or Food you control enters, put a +1/+1 counter on Honored Dreyleader.;G;bloomburrow;squirreledAway
Phyrexian Scriptures;{2}{B}{B};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Put a +1/+1 counter on up to one target creature. That creature becomes an artifact in addition to its other types. II — Destroy all nonartifact creatures. III — Exile all opponents' graveyards.;B;marchOfTheMachine;growingThreat
Nerd Rage;{2}{U};Enchantment — Aura;Enchant creature When Nerd Rage enters, draw two cards. Enchanted creature has "You have no maximum hand size" and "Whenever this creature attacks, if you have ten or more cards in hand, it gets +10/+10 until end of turn.";U;fallout;science
Talisman of Curiosity;{2};Artifact;{T}: Add {C}. {T}: Add {G} or {U}. Talisman of Curiosity deals 1 damage to you.;GU;who,modernHorizons3,fallout,karlovMannor;paradoxPower,eldraziIncursion,mutantMenace,deepClueSea
Heliod, God of the Sun;{3}{W};Legendary Enchantment Creature — God;Indestructible As long as your devotion to white is less than five, Heliod isn't a creature. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.) Other creatures you control have vigilance. {2}{W}{W}: Create a 2/1 white Cleric enchantment creature token.;W;commanderMasters;enduringEnchantments
Weirding Wood;{2}{G};Enchantment — Aura;Enchant land When Weirding Wood enters, investigate. (Create a Clue token. It's an artifact with "{2}, Sacrifice this artifact: Draw a card.") Enchanted land has "{T}: Add two mana of any one color.";G;marchOfTheMachine;tinkerTime
Mind Stone;{2};Artifact;{T}: Add {C}. {1}, {T}, Sacrifice Mind Stone: Draw a card.;;who,ixilan,marchOfTheMachine,commanderMasters,bloomburrow,wildsOfEldraine,lordOfTheRings,secretLair,fallout,allWillBeOne,duskmoore,karlovMannor;blastFromThePast,masterOfEvil,timeyWimey,bloodRites,growingThreat,cavalryCharge,eldraziUnbound,peaceOffering,animatedArmy,familyMatters,faeDomination,hostsOfMordor,angels,science,rebellionRising,deathtoll,endlessPunishment,miracleWorker,revenantRecon,blameGame
Merfolk Sovereign;{1}{U}{U};Creature — Merfolk Noble;Other Merfolk creatures you control get +1/+1. {T}: Target Merfolk creature can't be blocked this turn.;U;ixilan;exploreTheDeep
Contaminant Grafter;{4}{G};Creature — Phyrexian Druid;Trample, toxic 1 Whenever one or more creatures you control deal combat damage to one or more players, proliferate. Corrupted — At the beginning of your end step, if an opponent has three or more poison counters, draw a card, then you may put a land card from your hand onto the battlefield.;G;allWillBeOne;corruptingInfluence
Cruel Celebrant;{W}{B};Creature — Vampire;Whenever Cruel Celebrant or another creature or planeswalker you control dies, each opponent loses 1 life and you gain 1 life.;BW;ixilan;bloodRites
Feasting Hobbit;{1}{G};Creature — Halfling Citizen;Devour Food 3 (As this enters, you may sacrifice any number of Foods. This creature enters with three times that many +1/+1 counters on it.) Creatures with power less than Feasting Hobbit's power can't block it.;G;lordOfTheRings;foodAndFellowship
Monstrosity of the Lake;{4}{U};Legendary Creature — Kraken;When Monstrosity of the Lake enters, you may pay {5}. If you do, tap all creatures your opponents control, then put a stun counter on each of those creatures. (If a permanent with a stun counter would become untapped, remove one from it instead.) Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.);U;lordOfTheRings;hostsOfMordor
Taunt from the Rampart;{3}{R}{W};Sorcery;Goad all creatures your opponents control. Until your next turn, those creatures can't block. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.);RW;lordOfTheRings;ridersOfRohan
Fireshrieker;{3};Artifact — Equipment;Equipped creature has double strike. (It deals both first-strike and regular combat damage.) Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.);;commanderMasters,fallout;eldraziUnbound,everLoyal
Moonstone Eulogist;{3}{B}{B};Creature — Bat Warlock;Flying Whenever a creature an opponent controls dies, you create a Blood token. (It's an artifact with "{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card.") Whenever you sacrifice an artifact, put a +1/+1 counter on Moonstone Eulogist and you gain 1 life.;B;bloomburrow;squirreledAway
Trenchpost;;Land — Locus;{T}: Add {C}. {3}, {T}: Target player mills a card for each Locus you control.;;modernHorizons3;trickyTerrain
Nightmare Shepherd;{2}{B}{B};Enchantment Creature — Demon;Flying Whenever another nontoken creature you control dies, you may exile it. If you do, create a token that's a copy of that creature, except it's 1/1 and it's a Nightmare in addition to its other types.;B;duskmoore;miracleWorker
Desecrate Reality;{7};Instant;For each opponent, exile up to one target permanent that player controls with an even mana value. (Zero is even.) Adamant — If at least three colorless mana was spent to cast this spell, return a permanent card with an odd mana value from your graveyard to the battlefield.;;commanderMasters;eldraziUnbound
Thran Dynamo;{4};Artifact;{T}: Add {C}{C}{C}.;;commanderMasters,bloomburrow;eldraziUnbound,animatedArmy
Aminatou's Augury;{6}{U}{U};Sorcery;Exile the top eight cards of your library. You may put a land card from among them onto the battlefield. Until end of turn, for each nonland card type, you may cast a spell of that type from among the exiled cards without paying its mana cost.;U;duskmoore;miracleWorker
Crackling Spellslinger;{3}{R}{R};Creature — Human Wizard;Flash When Crackling Spellslinger enters, if you cast it, the next instant or sorcery spell you cast this turn has storm. (When you cast that spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.);R;thunder;quickDraw
Devouring Light;{1}{W}{W};Instant;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Exile target attacking or blocking creature.;W;marchOfTheMachine;divineConvocation
Gleeful Arsonist;{2}{R};Creature — Human Wizard;Whenever an opponent casts a noncreature spell, Gleeful Arsonist deals damage equal to its power to that player. Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.);R;duskmoore;endlessPunishment
Ravenform;{2}{U};Sorcery;Exile target artifact or creature. Its controller creates a 1/1 blue Bird creature token with flying. Foretell {U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.);U;ixilan;exploreTheDeep
Gourmand's Talent;{G};Enchantment — Class;(Gain the next level as a sorcery to add its ability.) During your turn, artifacts you control are Foods in addition to their other types and have "{2}, {T}, Sacrifice this artifact: You gain 3 life." {2}{G}: Level 2 Whenever you gain life for the first time each turn, create a 3/3 green Raccoon creature token. {3}{G}: Level 3 Whenever you gain life for the first time each turn, put a +1/+1 counter on each creature you control.;G;bloomburrow;squirreledAway
Plea for Power;{3}{U};Sorcery;Will of the council — Starting with you, each player votes for time or knowledge. If time gets more votes, take an extra turn after this one. If knowledge gets more votes or the vote is tied, draw three cards.;U;lordOfTheRings;elvenCounsel
Scrap Trawler;{3};Artifact Creature — Construct;Whenever Scrap Trawler or another artifact you control is put into a graveyard from the battlefield, return to your hand target artifact card in your graveyard with lesser mana value.;;marchOfTheMachine;growingThreat
Silent-Blade Oni;{3}{U}{U}{B}{B};Creature — Demon Ninja;Ninjutsu {4}{U}{B} ({4}{U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever Silent-Blade Oni deals combat damage to a player, look at that player's hand. You may cast a spell from among those cards without paying its mana cost.;BU;thunder;grandLarceny
Nadier's Nightblade;{2}{B};Creature — Elf Warrior;Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.;B;bloomburrow;squirreledAway
Sphinx of Enlightenment;{4}{U}{U};Creature — Sphinx;Flying When Sphinx of Enlightenment enters, target opponent draws a card and you draw three cards.;U;bloomburrow;peaceOffering
Prisoner's Dilemma;{3}{R}{R};Sorcery;Each opponent secretly chooses silence or snitch, then the choices are revealed. If each opponent chose silence, Prisoner's Dilemma deals 4 damage to each of them. If each opponent chose snitch, Prisoner's Dilemma deals 8 damage to each of them. Otherwise, Prisoner's Dilemma deals 12 damage to each opponent who chose silence. Flashback {5}{R}{R};R;karlovMannor;blameGame
Rootcast Apprenticeship;{3}{G};Sorcery;Choose three. You may choose the same mode more than once. • Put two +1/+1 counters on target creature. • Create a token that's a copy of target token you control. • Target player creates a 1/1 green Squirrel creature token. • Target opponent sacrifices a nontoken artifact of their choice.;G;bloomburrow;squirreledAway
Search for Glory;{2}{W};Snow Sorcery;Search your library for a snow permanent card, a legendary card, or a Saga card, reveal it, put it into your hand, then shuffle. You gain 1 life for each {S} spent to cast this spell. ({S} is mana from a snow source.);W;secretLair;angels
Smoldering Marsh;;Land — Swamp Mountain;({T}: Add {B} or {R}.) Smoldering Marsh enters tapped unless you control two or more basic lands.;BR;who,ixilan,commanderMasters,modernHorizons3,lordOfTheRings,fallout,duskmoore,thunder;masterOfEvil,ahoyMatey,sliverSwarm,graveyardOverdrive,hostsOfMordor,hailCaesar,endlessPunishment,mostWanted
Bear Umbra;{2}{G}{G};Enchantment — Aura;Enchant creature Enchanted creature gets +2/+2 and has "Whenever this creature attacks, untap all lands you control." Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.);G;wildsOfEldraine;virtueOfValor
Tangletrove Kelp;{5}{U}{U};Artifact Creature — Clue Plant;Ward {2} At the beginning of each combat, other Clues you control become 6/6 Plant creatures in addition to their other types until end of turn. {2}, Sacrifice Tangletrove Kelp: Draw a card.;U;karlovMannor;deepClueSea
Into the Time Vortex;{4}{R};Sorcery;Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.) Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.);R;who;paradoxPower
Esika's Chariot;{3}{G};Legendary Artifact — Vehicle;When Esika's Chariot enters, create two 2/2 green Cat creature tokens. Whenever Esika's Chariot attacks, create a token that's a copy of target token you control. Crew 4;G;bloomburrow;animatedArmy
Power Fist;{1}{G};Artifact — Equipment;Equipped creature has trample and "Whenever this creature deals combat damage to a player, put that many +1/+1 counters on it." Equip {2};G;fallout;mutantMenace
Exotic Orchard;;Land;{T}: Add one mana of any color that a land an opponent controls could produce.;;who,ixilan,marchOfTheMachine,commanderMasters,bloomburrow,wildsOfEldraine,modernHorizons3,lordOfTheRings,secretLair,fallout,allWillBeOne,duskmoore,thunder,karlovMannor;blastFromThePast,paradoxPower,masterOfEvil,timeyWimey,velociRampTor,ahoyMatey,callForBackup,tinkerTime,growingThreat,divineConvocation,cavalryCharge,planeswalkerParty,enduringEnchantments,sliverSwarm,peaceOffering,squirreledAway,animatedArmy,familyMatters,faeDomination,eldraziIncursion,graveyardOverdrive,ridersOfRohan,foodAndFellowship,elvenCounsel,rainingCatsAndDogs,cuteToBrute,science,mutantMenace,everLoyal,rebellionRising,corruptingInfluence,deathtoll,endlessPunishment,quickDraw,grandLarceny,mostWanted,deepClueSea,blameGame,deadlyDisguise
Demolition Field;;Land;{T}: Add {C}. {2}, {T}, Sacrifice Demolition Field: Destroy target nonbasic land an opponent controls. That land's controller may search their library for a basic land card, put it onto the battlefield, then shuffle. You may search your library for a basic land card, put it onto the battlefield, then shuffle.;;modernHorizons3,thunder;graveyardOverdrive,creativeEnergy,mostWanted
Synth Infiltrator;{3}{U}{U};Artifact Creature — Synth;Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.) You may have Synth Infiltrator enter as a copy of any creature on the battlefield, except it's a Synth artifact creature in addition to its other types.;U;fallout;science
Preordain;{U};Sorcery;Scry 2, then draw a card. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.);U;who,lordOfTheRings,thunder;paradoxPower,elvenCounsel,quickDraw
Bonescythe Sliver;{3}{W};Creature — Sliver;Sliver creatures you control have double strike. (They deal both first-strike and regular combat damage.);W;commanderMasters;sliverSwarm
Éowyn, Shieldmaiden;{2}{U}{R}{W};Legendary Creature — Human Knight;First strike At the beginning of combat on your turn, if another Human entered the battlefield under your control this turn, create two 2/2 red Human Knight creature tokens with trample and haste. Then if you control six or more Humans, draw a card.;RUW;lordOfTheRings;ridersOfRohan
Serra Ascendant;{W};Creature — Human Monk;Lifelink (Damage dealt by this creature also causes you to gain that much life.) As long as you have 30 or more life, Serra Ascendant gets +5/+5 and has flying.;W;secretLair;angels
Languish;{2}{B}{B};Sorcery;All creatures get -4/-4 until end of turn.;B;lordOfTheRings;hostsOfMordor
